rpt_month,rpt_day,occur_month,occur_day,occur_time,location,victims,day_of_week,crime,neighborhood
12,27,12,27,11,MARTIN L KING JR DR NW,1,Wed,LARCENY-NON VEHICLE,Vine City
12,27,12,26,21,MAIN ST NE,1,Wed,LARCENY-FROM VEHICLE,Lindbergh/Morosgo
12,27,12,27,11,GLENWOOD AVE SE,1,Wed,LARCENY-FROM VEHICLE,East Atlanta
12,27,12,23,14,WESTRIDGE RD SW,1,Unk,BURGLARY-RESIDENCE,Venetian Hills
12,27,12,27,11,PARKWAY DR NE @GA BAPTIST,1,Wed,AGG ASSAULT,Old Fourth Ward
12,27,12,27,12,NORTHSIDE DR NW,2,Wed,LARCENY-NON VEHICLE,Home Park
12,27,12,23,12,BROMACK DR SE,1,Sat,BURGLARY-RESIDENCE,Browns Mill Park
12,27,12,26,20,STANTON RD SW,2,Wed,AUTO THEFT,
12,27,12,24,10,STONE RD SW,1,Unk,BURGLARY-RESIDENCE,Greenbriar
12,27,12,27,12,JONESBORO RD SE,2,Wed,AGG ASSAULT,South River Gardens
12,27,12,27,13,CAMPBELLTON RD SW,1,Wed,ROBBERY-COMMERCIAL,Campbellton Road
12,27,12,26,18,MCLENDON AVE NE,1,Wed,BURGLARY-RESIDENCE,Candler Park
12,27,12,21,8,WASHINGTON PL SW,1,Unk,LARCENY-NON VEHICLE,Ashview Heights
12,27,12,26,15,PEACHTREE ST NE,1,Tue,LARCENY-NON VEHICLE,Midtown
12,27,12,26,21,MALDO DR NW;,1,Wed,LARCENY-FROM VEHICLE,Lincoln Homes
12,27,12,27,11,MARTIN L KING JR DR SW,1,Wed,AUTO THEFT,Adamsville
12,27,12,27,14,PIEDMONT RD NE,2,Wed,LARCENY-FROM VEHICLE,Lindbergh/Morosgo
12,27,12,27,14,EAST CONFEDERATE AVE SE,1,Wed,LARCENY-NON VEHICLE,Boulevard Heights
12,27,12,26,21,ALLEGHENY STREET SW,1,Wed,LARCENY-FROM VEHICLE,West End
12,27,12,27,14,LAKEWOOD AVE SE,1,Wed,LARCENY-NON VEHICLE,South Atlanta
12,27,12,26,17,PEACHTREE RD NE @PHIPPS PLAZA,1,Wed,LARCENY-NON VEHICLE,North Buckhead
12,27,12,27,15,HOLLYWOOD RD NW,1,Wed,AGG ASSAULT,Grove Park
12,27,12,24,20,BASS ST SW,1,Mon,LARCENY-FROM VEHICLE,Mechanicsville
12,27,12,26,23,MAGNOLIA WAY NW,1,Wed,AUTO THEFT,Vine City
12,27,12,27,11,N GRAND AVE NW,1,Wed,BURGLARY-RESIDENCE,Almond Park
12,27,12,27,12,DONALD LEE HOLLOWELL PKWY NW,1,Wed,LARCENY-FROM VEHICLE,English Avenue
12,27,12,27,15,STAFFORD ST NW,1,Wed,ROBBERY-PEDESTRIAN,Hunter Hills
12,27,12,27,15,DANFORTH RD SW,1,Wed,LARCENY-FROM VEHICLE,Midwest Cascade
12,27,12,27,15,METROPOLITAN PKWY SW,1,Wed,LARCENY-NON VEHICLE,Perkerson
12,27,12,27,15,PEACHTREE RD NE @LENOX MALL,1,Wed,LARCENY-NON VEHICLE,Lenox
12,27,12,27,8,JOHNSON RD NE,1,Wed,AUTO THEFT,Morningside/Lenox Park
12,27,12,27,16,CASCADE AVE SW,1,Wed,LARCENY-NON VEHICLE,West End
12,27,12,27,16,CHILDS DR NW,1,Wed,AGG ASSAULT,Hunter Hills
12,27,12,27,8,BAKER ST NW,2,Wed,LARCENY-FROM VEHICLE,Downtown
12,27,12,27,15,CONRAD AVE SE,1,Wed,BURGLARY-RESIDENCE,Lakewood Heights
12,27,8,21,9,ROSWELL RD NE,1,Unk,LARCENY-NON VEHICLE,East Chastain Park
12,27,12,21,21,PRINCETON LAKES PKWY SW,1,Unk,LARCENY-FROM VEHICLE,Princeton Lakes
12,27,12,27,15,COLQUITT AVE NE,1,Wed,LARCENY-FROM VEHICLE,Inman Park
12,27,12,27,17,BENT CREEK WAY SW,1,Wed,LARCENY-FROM VEHICLE,Campbellton Road
12,27,12,27,17,DECKNER AVE SW @PERKERSON PARK,3,Wed,ROBBERY-PEDESTRIAN,Capitol View
12,27,12,26,14,PEACHTREE RD NE @LENOX MALL,1,Tue,LARCENY-FROM VEHICLE,Lenox
12,27,12,27,17,PEACHTREE RD NE @PHIPPS PLAZA,1,Wed,LARCENY-NON VEHICLE,North Buckhead
12,27,12,17,17,HOWELL MILL RD NW,1,Sun,LARCENY-NON VEHICLE,Berkeley Park
12,27,12,27,18,MARTIN ST SE,1,Wed,LARCENY-NON VEHICLE,Summerhill
12,27,12,27,17,N CAMP CREEK PKWY SW,1,Wed,AGG ASSAULT,
12,27,12,27,16,BROAD ST.,2,Wed,AGG ASSAULT,Downtown
12,27,12,27,12,PEACHTREE ST NE @RITZ,1,Wed,AUTO THEFT,Downtown
12,27,12,27,17,WINDSOR ST SW,1,Wed,LARCENY-FROM VEHICLE,Mechanicsville
12,27,12,26,8,FAIR ST SW,1,Wed,AUTO THEFT,Mozley Park
12,27,12,27,19,NEW TOWN CIR SE,2,Wed,AGG ASSAULT,Thomasville Heights
12,27,12,27,19,METROPOLITAN PKWY SW,1,Wed,LARCENY-FROM VEHICLE,Perkerson
12,27,12,27,19,HEADLAND DR SW,1,Wed,LARCENY-NON VEHICLE,Greenbriar
12,27,12,27,19,WADLEY ST NW;,1,Wed,AGG ASSAULT,Dixie Hills
12,27,12,27,20,ROSWELL RD NE @CHASTAIN SQUARE,1,Wed,ROBBERY-PEDESTRIAN,North Buckhead
12,27,12,27,19,HEADLAND DR SW,1,Wed,LARCENY-FROM VEHICLE,Greenbriar
12,27,12,27,20,GREENBRIAR PKWY SW,1,Wed,LARCENY-NON VEHICLE,Greenbriar
12,27,12,27,18,DEFOOR HILLS RD NW,1,Wed,LARCENY-FROM VEHICLE,Underwood Hills
12,27,12,27,19,16TH ST NW @IKEA,2,Wed,LARCENY-FROM VEHICLE,Atlantic Station
12,27,12,27,17,AKRIDGE ST NW,1,Wed,AUTO THEFT,Hunter Hills
12,27,12,27,20,HILL ST SE,1,Wed,BURGLARY-RESIDENCE,Peoplestown
12,27,12,27,16,KNOTT ST SE,2,Wed,BURGLARY-RESIDENCE,Woodland Hills
12,27,12,27,20,FLORIDA AVE SW,1,Wed,AUTO THEFT,Florida Heights
12,27,12,27,20,PIEDMONT RD NE,1,Wed,LARCENY-NON VEHICLE,Lindbergh/Morosgo
12,27,12,27,19,LAKESIDE DR NE,1,Wed,LARCENY-FROM VEHICLE,Buckhead Heights
12,27,12,27,21,PEEK RD NW,2,Wed,AGG ASSAULT,Collier Heights
12,27,9,24,4,PONCE DE LEON AVE,1,Unk,LARCENY-FROM VEHICLE,Midtown
12,27,12,27,19,HOWELL MILL RD NW,1,Wed,LARCENY-FROM VEHICLE,Berkeley Park
12,27,12,27,20,HAMPTON ST NW,2,Wed,BURGLARY-RESIDENCE,Home Park
12,27,12,27,17,N HIGHLAND AVE NE,1,Wed,LARCENY-FROM VEHICLE,Morningside/Lenox Park
12,27,12,27,17,NELSON ST SW,1,Wed,AUTO THEFT,Castleberry Hill
12,26,12,25,23,DALLAS ST NE,1,Mon,LARCENY-FROM VEHICLE,Old Fourth Ward
12,26,12,25,20,COURTLAND ST NE @HILTON HOTEL,1,Mon,ROBBERY-PEDESTRIAN,Downtown
12,26,12,26,0,RALPH MCGILL BLVD NE,1,Tue,LARCENY-FROM VEHICLE,Old Fourth Ward
12,26,12,25,21,JUNIPER ST NE,1,Mon,LARCENY-FROM VEHICLE,Midtown
12,26,12,26,0,HIGHLAND AVE NE,1,Tue,LARCENY-FROM VEHICLE,Old Fourth Ward
12,26,12,26,0,MONROE DR NE,1,Tue,LARCENY-FROM VEHICLE,Piedmont Heights
12,26,12,26,3,GASTON ST SW,1,Tue,LARCENY-FROM VEHICLE,Oakland City
12,26,12,25,0,LUCKIE ST NW,1,Mon,BURGLARY-NONRES,Downtown
12,26,12,26,6,BOHLER MEWS NW,2,Tue,AGG ASSAULT,Cross Creek
12,26,12,26,8,BOHLER RD NW,2,Tue,LARCENY-FROM VEHICLE,Hanover West
12,26,12,25,0,WESTMORELAND CIR NW,1,Mon,LARCENY-FROM VEHICLE,West Highlands
12,26,12,26,8,SENTINEL POST RD NW,2,Tue,LARCENY-FROM VEHICLE,Whitewater Creek
12,26,12,26,5,BATTLEVIEW DR NW,1,Tue,LARCENY-FROM VEHICLE,Wesley Battle
12,26,12,25,23,DURANT PL NE,1,Tue,LARCENY-FROM VEHICLE,Midtown
12,26,12,26,5,BATTLEVIEW DR NW,2,Tue,LARCENY-NON VEHICLE,Wesley Battle
12,26,12,25,23,PRYOR ST SW,1,Tue,BURGLARY-NONRES,Peoplestown
12,26,12,25,1,STOVALL ST SE,1,Mon,LARCENY-FROM VEHICLE,Ormewood Park
12,26,12,25,20,HUFF RD NW,4,Tue,LARCENY-FROM VEHICLE,Blandtown
12,26,12,25,21,BAKER ST NE,1,Tue,AUTO THEFT,Downtown
12,26,12,26,9,AKRON DR SE,1,Tue,AGG ASSAULT,Thomasville Heights
12,26,12,23,17,DONALD LEE HOLLOWELL PKWY NW,1,Unk,LARCENY-FROM VEHICLE,Center Hill
12,26,12,25,15,MARKAN DR NE,1,Tue,LARCENY-FROM VEHICLE,
12,26,12,25,21,WOODLAND AVE SE,1,Tue,LARCENY-FROM VEHICLE,Ormewood Park
12,26,12,23,18,ALSTON PL NE,1,Sun,LARCENY-FROM VEHICLE,Pine Hills
12,26,12,25,20,BOLTON RD NW,1,Tue,LARCENY-FROM VEHICLE,Atlanta Industrial Park
12,26,12,25,17,CAMPBELLTON RD SW,1,Mon,BURGLARY-RESIDENCE,
12,26,12,24,14,PEACHTREE RD NE @LENOX MALL,1,Unk,LARCENY-NON VEHICLE,Lenox
12,26,12,26,12,RUZELLE DR SW,1,Tue,AUTO THEFT,Glenrose Heights
12,26,12,26,12,HOWELL MILL RD NW,1,Tue,LARCENY-NON VEHICLE,Berkeley Park
12,26,12,26,13,CAROLINE ST NE,1,Tue,LARCENY-NON VEHICLE,Edgewood
12,26,12,14,8,HOLLYWOOD RD NW;,1,Unk,LARCENY-NON VEHICLE,Scotts Crossing
12,26,12,22,16,SUNSET AVE NW,1,Unk,BURGLARY-RESIDENCE,Vine City
12,26,12,26,0,MYRTLE DR SW,1,Tue,AUTO THEFT,Campbellton Road
12,26,12,26,14,CAROLINE ST NE @TARGET - CAROLINE,1,Tue,LARCENY-NON VEHICLE,Edgewood
12,26,12,25,23,HUBBARD ST SW,1,Tue,LARCENY-FROM VEHICLE,Pittsburgh
12,26,12,26,14,PEACHTREE RD NE @LENOX MALL,1,Tue,LARCENY-NON VEHICLE,Lenox
12,26,12,26,15,CAROLINE ST,1,Tue,LARCENY-FROM VEHICLE,Edgewood
12,26,12,25,1,RALPH MCGILL BLVD NE,1,Mon,LARCENY-FROM VEHICLE,Old Fourth Ward
12,26,12,24,16,HOWELL MILL RD NW,1,Unk,BURGLARY-NONRES,Underwood Hills
12,26,12,26,15,PEACHTREE RD NE,1,Tue,AUTO THEFT,Buckhead Forest
12,26,12,25,8,KIRKWOOD RD NE,2,Tue,BURGLARY-RESIDENCE,Kirkwood
12,26,12,26,14,PIEDMONT RD NE,1,Tue,LARCENY-FROM VEHICLE,Garden Hills
12,26,12,26,17,6TH ST,1,Tue,LARCENY-NON VEHICLE,Midtown
12,26,12,26,18,PONCE DE LEON AVE NE,1,Tue,AUTO THEFT,Midtown
12,26,12,26,17,BROAD ST,1,Tue,LARCENY-NON VEHICLE,Downtown
12,26,12,26,18,CAMPBELLTON RD SW,1,Tue,AUTO THEFT,
12,26,12,26,19,WINGATE ST SW,3,Tue,AGG ASSAULT,Florida Heights
12,26,12,26,18,ARBOR GATES DR NE,1,Tue,LARCENY-NON VEHICLE,Pine Hills
12,26,12,26,19,PONCE DE LEON AVE NE,1,Tue,LARCENY-NON VEHICLE,Poncey-Highland
12,26,12,26,19,JONESBORO RD SE,3,Tue,AGG ASSAULT,Lakewood Heights
12,26,12,26,17,MAYSON AVE NE,1,Tue,LARCENY-FROM VEHICLE,Edgewood
12,26,12,26,19,W PACES FERRY RD NW,2,Tue,LARCENY-FROM VEHICLE,West Paces Ferry/Northside
12,26,12,26,19,PONCE DE LEON AVE NE @WHITE DOT,1,Tue,LARCENY-FROM VEHICLE,Midtown
12,26,12,26,19,MCDANIEL ST SW,1,Tue,AGG ASSAULT,Castleberry Hill
12,26,12,26,19,ROSWELL RD NE,1,Tue,LARCENY-FROM VEHICLE,Buckhead Forest
12,26,12,26,20,ROSWELL RD NE,1,Tue,LARCENY-FROM VEHICLE,East Chastain Park
12,26,12,26,21,MORELAND AVE SE,2,Tue,AUTO THEFT,Woodland Hills
12,26,12,26,19,CHESHIRE BRIDGE RD NE,1,Tue,LARCENY-FROM VEHICLE,Lindridge/Martin Manor
12,26,12,26,22,PONCE DE LEON AVE NE,1,Tue,LARCENY-FROM VEHICLE,Old Fourth Ward
12,26,12,25,8,BAKER ST NW,1,Mon,BURGLARY-NONRES,Downtown
12,26,12,26,17,LANIER BLVD NE,1,Tue,LARCENY-FROM VEHICLE,Virginia Highland
12,26,12,26,20,BRADBERRY ST SW,1,Tue,LARCENY-FROM VEHICLE,Castleberry Hill
12,26,12,26,20,BONAVENTURE AVE NE,2,Tue,LARCENY-FROM VEHICLE,Virginia Highland
12,26,12,26,20,ENGLISH ST NW,1,Wed,LARCENY-FROM VEHICLE,Blandtown
12,26,12,26,7,VIRGINIA AVE NE,7,Tue,AUTO THEFT,Midtown
12,26,12,26,23,RALPH MCGILL BLVD NE,1,Wed,LARCENY-FROM VEHICLE,Old Fourth Ward
12,26,12,26,23,DONALD LEE HOLLOWELL PKWY NW,1,Tue,ROBBERY-PEDESTRIAN,Center Hill
12,25,12,25,16,N ORMEWOOD PARK DR SE,1,Mon,LARCENY-FROM VEHICLE,Ormewood Park
12,25,12,24,19,RALPH MCGILL BLVD NE,1,Mon,LARCENY-FROM VEHICLE,Old Fourth Ward
12,25,12,24,8,PARKLAND DR NE,1,Mon,BURGLARY-NONRES,Lindbergh/Morosgo
12,25,12,24,21,STONEWALL DR SE,2,Sun,AGG ASSAULT,Leila Valley
12,25,12,25,0,RIDGE AVE SW,1,Mon,LARCENY-FROM VEHICLE,Peoplestown
12,25,12,24,18,SOMERSET TRL SW,1,Sun,LARCENY-FROM VEHICLE,Huntington
12,25,12,24,22,JESSE HILL JR DR NE,2,Sun,LARCENY-FROM VEHICLE,Downtown
12,25,12,25,2,COOPER ST SW,1,Mon,LARCENY-FROM VEHICLE,Mechanicsville
12,25,12,20,19,HIRSCH ST NW,1,Unk,BURGLARY-RESIDENCE,Home Park
12,25,12,24,13,HILLIARD ST SE,1,Sun,LARCENY-FROM VEHICLE,Sweet Auburn
12,25,12,25,7,SPRING ST NW,1,Mon,LARCENY-NON VEHICLE,Midtown
12,25,12,24,17,PEACHTREE CENTER AVE NE,1,Mon,LARCENY-FROM VEHICLE,Downtown
12,25,12,25,1,MONTREAT AVE SW,1,Mon,AUTO THEFT,Cascade Avenue/Road
12,25,12,24,23,DOGWOOD DR NW,1,Mon,LARCENY-FROM VEHICLE,Collier Heights
12,25,12,25,13,METROPOLITAN PKWY SW,1,Mon,LARCENY-NON VEHICLE,Perkerson
12,25,12,25,13,MAIN ST NW,1,Mon,BURGLARY-NONRES,Riverside
12,25,12,25,14,HANK AARON DR SW,1,Mon,AUTO THEFT,Peoplestown
12,25,12,25,14,NELSON ST SW,0,Mon,LARCENY-FROM VEHICLE,Castleberry Hill
12,25,12,25,14,JESSE HILL JR DR SE,1,Mon,LARCENY-NON VEHICLE,Downtown
12,25,12,24,17,IVAN ALLEN JR BLVD NW,2,Mon,BURGLARY-RESIDENCE,Downtown
12,25,12,24,9,FLORIDA AVE SE,1,Unk,BURGLARY-RESIDENCE,Ormewood Park
12,25,12,25,9,PASCHAL BLVD NW,1,Mon,LARCENY-FROM VEHICLE,Vine City
12,25,12,25,1,DECATUR ST SE,2,Mon,LARCENY-FROM VEHICLE,Sweet Auburn
12,25,12,25,16,RICHMOND CIR SE,1,Mon,BURGLARY-RESIDENCE,Lakewood Heights
12,25,12,25,19,DONALD LEE HOLLOWELL PKWY,1,Mon,AGG ASSAULT,English Park
12,25,12,24,21,MARTIN L KING JR DR SW @ADAMSVILLE-COLLIER H,4,Sun,LARCENY-FROM VEHICLE,Adamsville
12,24,12,24,23,CAMPBELLTON RD SW,1,Sun,AGG ASSAULT,Venetian Hills
12,24,12,22,16,S TERMINAL PKWY,1,Unk,LARCENY-NON VEHICLE,
12,24,12,24,0,PEACHTREE RD NE,1,Sun,ROBBERY-PEDESTRIAN,Buckhead Forest
12,24,12,24,0,MAIN ST NE,2,Sun,LARCENY-FROM VEHICLE,Lindbergh/Morosgo
12,24,12,24,1,MOURY AVE SW,1,Sun,LARCENY-NON VEHICLE,The Villages at Carver
12,24,12,24,1,WELCH ST SE,1,Sun,AUTO THEFT,Custer/McDonough/Guice
12,24,12,23,22,LARKIN PL SW,1,Sun,LARCENY-FROM VEHICLE,Castleberry Hill
12,24,12,24,2, 8TH ST NE,1,Sun,LARCENY-FROM VEHICLE,Midtown
12,24,12,24,3,PEACHTREE ST NE,1,Sun,LARCENY-FROM VEHICLE,Downtown
12,24,12,24,4,DONALD LEE HOLLOWELL PKWY NW,1,Sun,LARCENY-NON VEHICLE,English Park
12,24,12,23,20,PIEDMONT RD NE,1,Sun,LARCENY-FROM VEHICLE,Lindbergh/Morosgo
12,24,12,23,16,W MARIETTA ST NW @METROPOINTE LOFTS,1,Sat,BURGLARY-NONRES,English Avenue
12,24,12,24,7,STONE RD SW,1,Sun,BURGLARY-RESIDENCE,Greenbriar
12,24,12,23,20,JUNIPER ST NE,1,Sun,AUTO THEFT,Midtown
12,24,12,23,19,PRESCOTT WALK NE,1,Sun,LARCENY-FROM VEHICLE,Druid Hills
12,24,12,24,4,N HIGHLAND AVE NE,1,Sun,BURGLARY-NONRES,Virginia Highland
12,24,12,24,9,STRATHMORE DR NE,1,Sun,LARCENY-NON VEHICLE,Lindridge/Martin Manor
12,24,12,24,9,LANIER ST NW,2,Sun,LARCENY-FROM VEHICLE,Grove Park
12,24,12,23,20,SILAS WAY NW,1,Sat,AUTO THEFT,Whittier Mill Village
12,24,12,22,12,PEACHTREE CENTER AVE NE,1,Unk,LARCENY-FROM VEHICLE,Downtown
12,24,12,24,9,SELLS AVE SW,1,Sun,LARCENY-FROM VEHICLE,Harris Chiles
12,24,12,21,15,MOUNT ZION RD,1,Unk,LARCENY-NON VEHICLE,Hammond Park
12,24,12,23,20,HAROLD AVE NE,1,Sat,LARCENY-FROM VEHICLE,Lake Claire
12,24,12,24,12,MARTIN L KING JR DR NW,1,Sun,LARCENY-NON VEHICLE,Vine City
12,24,12,23,14,CARMIA DR SW,1,Sat,LARCENY-NON VEHICLE,Princeton Lakes
12,24,12,24,13,PONCE DE LEON AVE NE @WHOLE FOODS - PONCE,1,Sun,LARCENY-FROM VEHICLE,Midtown
12,24,12,24,14,PRYOR ST SW,1,Sun,LARCENY-FROM VEHICLE,Mechanicsville
12,24,12,24,14,ELLSWORTH INDUSTRIAL BLVD NW,1,Sun,LARCENY-FROM VEHICLE,Blandtown
12,24,12,24,14,HOWELL MILL RD NW,1,Sun,LARCENY-NON VEHICLE,Berkeley Park
12,24,12,12,8,PARKLAND DR NE,1,Tue,LARCENY-NON VEHICLE,Lindbergh/Morosgo
12,24,12,24,14,BOULEVARD NE,1,Sun,LARCENY-NON VEHICLE,Old Fourth Ward
12,24,12,24,10,LENOX CT NE,1,Sun,LARCENY-FROM VEHICLE,Pine Hills
12,24,12,24,15,PIEDMONT RD NE @TARGET - PIEDMONT,1,Sun,LARCENY-NON VEHICLE,Lindbergh/Morosgo
12,24,12,24,11,BENJAMIN E MAYS DR SW,1,Sun,AUTO THEFT,West Manor
12,24,12,22,8,TONAWANDA DR SE,1,Fri,LARCENY-NON VEHICLE,Browns Mill Park
12,24,12,24,16,PEACHTREE ST SE,1,Sun,LARCENY-NON VEHICLE,Downtown
12,24,12,24,12,PEACHTREE RD NE @CALL BOX 8,1,Sun,LARCENY-FROM VEHICLE,Peachtree Park
12,24,12,24,16,CASCADE RD SW,1,Sun,LARCENY-FROM VEHICLE,Adams Park
12,24,12,24,13,PEACHTREE RD NE @LENOX MALL,1,Sun,LARCENY-NON VEHICLE,Lenox
12,24,12,22,8,CONE ST NW,1,Unk,LARCENY-FROM VEHICLE,Downtown
12,24,12,24,16,MARTIN L KING JR DR NW,1,Sun,AUTO THEFT,Old Gordon
12,24,12,24,12,SOMERSET TER NE,1,Sun,LARCENY-FROM VEHICLE,Poncey-Highland
12,24,12,24,16,MAIN ST NW,1,Sun,LARCENY-FROM VEHICLE,Riverside
12,24,12,24,9,PIEDMONT RD NE @TARGET - PIEDMONT,1,Sun,LARCENY-NON VEHICLE,Lindbergh/Morosgo
12,24,12,24,16,PIEDMONT CIR NE,1,Sun,BURGLARY-RESIDENCE,Piedmont Heights
12,24,12,24,0,MANCHESTER ST NE,1,Sun,LARCENY-FROM VEHICLE,Morningside/Lenox Park
12,24,12,24,16,OAK ST SW @WEST END MALL,1,Sun,LARCENY-FROM VEHICLE,West End
12,24,12,24,13,PIEDMONT AVE NE,1,Sun,BURGLARY-RESIDENCE,Downtown
12,24,12,24,15,PEACHTREE RD NE,1,Sun,LARCENY-FROM VEHICLE,Buckhead Village
12,24,12,24,17,KING ARTHUR RD SW,2,Sun,BURGLARY-RESIDENCE,Kings Forest
12,24,12,24,18,ALLEN TEMPLE CT NW,1,Sun,AGG ASSAULT,
12,24,12,24,17,MONROE DR NE,1,Sun,LARCENY-FROM VEHICLE,Piedmont Heights
12,24,12,24,18,CHAPPELL RD SW,1,Sun,AGG ASSAULT,Mozley Park
12,24,12,24,11,PEACHTREE RD NE @PHIPPS PLAZA,1,Sun,LARCENY-FROM VEHICLE,North Buckhead
12,24,12,24,15,ATLANTIC DR NW @ ATLANTIC STATION,2,Sun,LARCENY-FROM VEHICLE,Atlantic Station
12,24,12,24,17,PETERS ST SW,2,Sun,LARCENY-FROM VEHICLE,Castleberry Hill
12,24,12,24,20,PEACHTREE RD NE,1,Sun,LARCENY-NON VEHICLE,Ridgedale Park
12,24,12,24,14,MERRITTS AVE NE @CENTRAL PARK,1,Sun,LARCENY-FROM VEHICLE,Old Fourth Ward
12,24,12,24,18,HARWELL RD NW @SAINT PAUL OF THE C,1,Sun,LARCENY-FROM VEHICLE,Collier Heights
12,24,12,24,19,PIEDMONT RD NE,1,Sun,LARCENY-FROM VEHICLE,Lindbergh/Morosgo
12,24,12,24,1,OGLETHORPE AVE SW,1,Sun,RAPE,West End
12,24,12,24,21,MARTIN LUTHER KING JR DRIVE SW,1,Sun,LARCENY-NON VEHICLE,Florida Heights
12,24,12,24,19,ARNOLD ST NE,1,Sun,LARCENY-FROM VEHICLE,Old Fourth Ward
12,24,12,24,20,NELSON ST SW,1,Sun,LARCENY-FROM VEHICLE,Castleberry Hill
12,24,12,24,22,STONE RD SW,1,Sun,BURGLARY-RESIDENCE,Greenbriar
12,24,12,24,19,BOWEN CIR SW,3,Sun,LARCENY-FROM VEHICLE,High Point
12,23,12,23,0,DECKNER AVE SW @PERKERSON PARK,1,Sat,BURGLARY-NONRES,Capitol View
12,23,12,22,8,STANTON RD SW,1,Fri,BURGLARY-RESIDENCE,
12,23,12,23,0,WHITEHALL ST SW,1,Sat,LARCENY-FROM VEHICLE,Mechanicsville
12,23,12,23,1,CHESHIRE BRIDGE RD NE,1,Sat,AGG ASSAULT,Morningside/Lenox Park
12,23,12,23,2,PARKWAY DR NE,1,Sat,AGG ASSAULT,Old Fourth Ward
12,23,12,22,18,ERIN AVE SW,1,Fri,AUTO THEFT,Capitol View Manor
12,23,12,23,2,N HIGHLAND AVE NE,1,Sat,AUTO THEFT,Inman Park
12,23,12,23,2,STONE RD SW,1,Sat,BURGLARY-NONRES,Greenbriar
12,23,12,22,18,FORSYTH ST SW,1,Fri,ROBBERY-PEDESTRIAN,Downtown
12,23,12,23,3,STANHOPE CIR NW,1,Sat,AUTO THEFT,Hunter Hills
12,23,12,23,3,BECKWITH ST SW,2,Sat,ROBBERY-PEDESTRIAN,Ashview Heights
12,23,12,23,4,CASCADE RD SW,1,Sat,BURGLARY-NONRES,
12,23,12,23,4,MARTIN ST SE,1,Sat,BURGLARY-RESIDENCE,Summerhill
12,23,12,22,21,NORTHSIDE DR NW,1,Sat,LARCENY-FROM VEHICLE,English Avenue
12,23,12,23,4,WALKER ST SW,1,Sat,BURGLARY-NONRES,Castleberry Hill
12,23,12,22,22,COURTLAND ST NE,1,Sat,BURGLARY-NONRES,Downtown
12,23,12,22,20,BERNINA AVE NE,1,Sat,AUTO THEFT,Inman Park
12,23,12,22,18,COUNTY LINE RD SW,1,Sat,LARCENY-FROM VEHICLE,Elmco Estates
12,23,12,22,4,MARTIN ST SE,1,Fri,BURGLARY-RESIDENCE,Summerhill
12,23,12,22,6,DONALD LEE HOLLOWELL PKWY NW,2,Fri,LARCENY-NON VEHICLE,English Avenue
12,23,12,23,8,OAK KNOLL TER SE,1,Sat,ROBBERY-PEDESTRIAN,Lakewood Heights
12,23,11,17,15,HOLLYWOOD RD NW,1,Unk,LARCENY-NON VEHICLE,Riverside
12,23,12,22,23,NORTHSIDE DR NW,1,Sat,LARCENY-FROM VEHICLE,English Avenue
12,23,12,23,10,PEACHTREE ST SW,1,Sat,LARCENY-NON VEHICLE,Downtown
12,23,12,22,23,HUFF RD NW,1,Sat,LARCENY-FROM VEHICLE,Blandtown
12,23,12,22,16,WESTMONT RD SW,1,Sat,BURGLARY-NONRES,Venetian Hills
12,23,12,23,10,PINE ST NE @SAVANNAH SUITES,1,Sat,AGG ASSAULT,Downtown
12,23,12,23,11,CREW ST SW,3,Sat,AGG ASSAULT,Peoplestown
12,23,12,22,22,BROADLAND RD NW,1,Sat,AUTO THEFT,Chastain Park
12,23,12,22,15,VALLEY HEART DR NW,1,Sat,BURGLARY-RESIDENCE,Collier Heights
12,23,12,22,21,MURPHY AVE SW,1,Sat,AUTO THEFT,Adair Park
12,23,12,23,11,CAROLINE ST NE @TARGET - CAROLINE,1,Sat,LARCENY-NON VEHICLE,Edgewood
12,23,12,23,12,MARTIN L KING JR DR NW,1,Sat,LARCENY-NON VEHICLE,Vine City
12,23,12,23,12,PEACHTREE HILLS AVE NE,1,Sat,AUTO THEFT,Peachtree Hills
12,23,12,23,13,ASHEWORTH CT NW,1,Sat,LARCENY-FROM VEHICLE,West Paces Ferry/Northside
12,23,12,23,4,MARTIN ST SE,1,Sat,BURGLARY-RESIDENCE,Summerhill
12,23,12,23,14,I-SB EXPY SW / CAMPBELLTON RD SW,1,Sat,AUTO THEFT,Meadowbrook Forest
12,23,12,23,14,HUFF RD NW,1,Sat,LARCENY-FROM VEHICLE,Blandtown
12,23,12,23,14,MARTIN L KING JR DR SW,1,Sat,LARCENY-FROM VEHICLE,Adamsville
12,23,12,23,14,PEACHTREE RD,1,Sat,LARCENY-NON VEHICLE,Lenox
12,23,12,22,8,NOBLE CREEK DR NW,1,Fri,LARCENY-FROM VEHICLE,
12,23,12,23,13,CHATTAHOOCHEE AVE NW,1,Sat,LARCENY-FROM VEHICLE,Underwood Hills
12,23,12,23,15,LENOX RD NE,2,Sat,LARCENY-FROM VEHICLE,Lenox
12,23,12,23,16,DONNELLY AVE SW,1,Sat,LARCENY-NON VEHICLE,West End
12,23,12,23,14,ANDERSON AVE NW,1,Sat,BURGLARY-RESIDENCE,Dixie Hills
12,23,12,23,16,HOWELL MILL RD NW,1,Sat,LARCENY-NON VEHICLE,Berkeley Park
